formatted_date,high,low,open,close,volume,adjclose
2022-09-17,17663.990234375,17326.244140625,17326.244140625,17633.3671875,21864721132,17633.3671875
2022-09-18,17633.06640625,16977.8984375,17633.06640625,16983.54296875,27334210903,16983.54296875
2022-09-19,17171.837890625,16142.359375,16982.724609375,17076.7421875,35104776573,17076.7421875
2022-09-20,17111.259765625,16558.0234375,17078.01953125,16598.90234375,32327709976,16598.90234375
2022-09-21,17374.82421875,16226.1435546875,16599.3359375,16475.765625,41185236370,16475.765625
2022-09-22,17281.23828125,16401.791015625,16464.44140625,17236.904296875,36523625626,17236.904296875
2022-09-23,17327.12109375,16985.146484375,17235.880859375,17794.04296875,35865451235,17794.04296875
2022-09-24,17783.494140625,17370.708984375,17793.447265625,17439.8125,24082200080,17439.8125
2022-09-25,17621.90234375,17305.33984375,17439.16796875,17420.8203125,21643849562,17420.8203125
2022-09-26,17884.7109375,17571.966796875,17422.490234375,17854.076171875,41005536327,17854.076171875
2022-09-27,18856.716796875,17695.154296875,17853.302734375,17816.11328125,54604161728,17816.11328125
2022-09-28,18085.595703125,17418.484375,17810.587890625,17935.642578125,48997864271,17935.642578125
2022-09-29,18123.185546875,17278.3515625,17936.62109375,17519.54296875,36732358392,17519.54296875
2022-09-30,18000.326171875,17381.654296875,17519.884765625,17392.51953125,39360265674,17392.51953125
2022-10-01,17462.919921875,17247.607421875,17391.908203125,17320.263671875,16788823274,17320.263671875
2022-10-02,17372.474609375,17030.533203125,17320.04296875,17101.98828125,18648243203,17101.98828125
2022-10-03,17351.3671875,17109.65234375,17101.953125,17307.193359375,26886281535,17307.193359375
2022-10-04,17760.451171875,17302.14453125,17307.197265625,17759.7578125,31339642730,17759.7578125
2022-10-05,17766.58203125,17565.603515625,17758.93359375,17752.134765625,29254577536,17752.134765625
2022-10-06,17968.58984375,17831.892578125,17752.419921875,17878.939453125,31099447467,17878.939453125
2022-10-07,17912.841796875,17478.595703125,17880.8359375,17618.826171875,26344449909,17618.826171875
2022-10-08,17668.26171875,17408.033203125,17618.357421875,17513.705078125,14826522822,17513.705078125
2022-10-09,17627.330078125,17452.9921875,17514.52734375,17561.5234375,15205260350,17561.5234375
2022-10-10,17570.84765625,17271.1953125,17561.513671875,17276.43359375,24752865680,17276.43359375
2022-10-11,17332.79296875,17121.8984375,17274.19140625,17376.341796875,26187100091,17376.341796875
2022-10-12,17298.029296875,17238.505859375,17377.4609375,17257.947265625,22476314209,17257.947265625
2022-10-13,17178.98046875,16413.8828125,17257.515625,17150.57421875,39127041031,17150.57421875
2022-10-14,17522.556640625,17097.31640625,17150.248046875,17173.751953125,34420050339,17173.751953125
2022-10-15,17197.818359375,17024.796875,17173.556640625,17068.107421875,14494236753,17068.107421875
2022-10-16,17239.103515625,17069.251953125,17069.251953125,17139.875,16001986840,17139.875
2022-10-17,17310.78515625,17085.703125,17140.291015625,17222.22265625,24200516991,17222.22265625
2022-10-18,17318.5390625,16927.154296875,17221.966796875,17045.68359375,26960072803,17045.68359375
2022-10-19,17063.677734375,17064.517578125,17046.22265625,17078.283203125,20010262686,17078.283203125
2022-10-20,17084.099609375,16931.36328125,17076.990234375,16978.693359375,21826458135,16978.693359375
2022-10-21,17015.4296875,16938.7734375,16978.21484375,16960.04296875,28713615883,16960.04296875
2022-10-22,17026.91796875,16924.458984375,16959.96484375,16991.642578125,14246052889,16991.642578125
2022-10-23,17324.0234375,16917.341796875,16991.23828125,17260.8203125,19520672506,17260.8203125
2022-10-24,17287.1875,17002.744140625,17261.4921875,17110.810546875,26713333929,17110.810546875
2022-10-25,17733.701171875,17014.310546875,17110.2734375,17534.37890625,41673697660,17534.37890625
2022-10-26,18026.2890625,17533.87890625,17531.220703125,17845.048828125,50600809280,17845.048828125
2022-10-27,17923.92578125,17506.578125,17847.078125,17540.412109375,42908996836,17540.412109375
2022-10-28,17884.20703125,17449.83203125,17542.244140625,17733.978515625,37882398045,17733.978515625
2022-10-29,18072.4140625,17709.12109375,17733.763671875,17926.103515625,34761137575,17926.103515625
2022-10-30,18010.943359375,17720.173828125,17925.677734375,17796.990234375,27155115347,17796.990234375
2022-10-31,18002.73828125,17659.625,17795.345703125,17872.787109375,39823953438,17872.787109375
2022-11-01,17908.384765625,17705.857421875,17872.021484375,17829.705078125,34657407433,17829.705078125
2022-11-02,17949.791015625,17641.04296875,17827.69140625,17709.17578125,48799969939,17709.17578125
2022-11-03,17863.888671875,17963.125,17711.974609375,18092.22265625,38698895906,18092.22265625
2022-11-04,18749.740234375,18052.7109375,18091.1328125,18582.810546875,56302948595,18582.810546875
2022-11-05,18846.12890625,18539.23046875,18580.703125,18705.953125,33263950933,18705.953125
2022-11-06,18761.048828125,18462.884765625,18708.033203125,18468.439453125,30961844983,18468.439453125
2022-11-07,18589.806640625,17798.14453125,18466.79296875,17894.92578125,46477760394,17894.92578125
2022-11-08,17944.689453125,15281.654296875,17893.064453125,16050.1962890625,103005470875,16050.1962890625
2022-11-09,16113.857421875,13801.130859375,16052.3515625,13969.369140625,90519487559,13969.369140625
2022-11-10,15412.189453125,13931.845703125,13971.4609375,15038.5537109375,71146772023,15038.5537109375
2022-11-11,15126.48828125,14110.2998046875,15035.544921875,14403.380859375,47242357065,14403.380859375
2022-11-12,14448.5966796875,14097.3427734375,14405.564453125,14191.498046875,25104710092,14191.498046875
2022-11-13,14294.20703125,13827.2333984375,14191.9521484375,13862.666015625,23065088962,13862.666015625
2022-11-14,14525.28515625,13511.6513671875,13861.533203125,14140.42578125,42230373815,14140.42578125
2022-11-15,14324.466796875,14079.8447265625,14139.8173828125,14213.0966796875,30808600191,14213.0966796875
2022-11-16,14305.0419921875,13813.55078125,14212.8671875,13991.111328125,28474599040,13991.111328125
2022-11-17,14045.3076171875,13855.87890625,13991.939453125,14071.6328125,23500266667,14071.6328125
2022-11-18,14254.4248046875,13937.927734375,14071.96484375,14042.36328125,22590373708,14042.36328125
2022-11-19,14129.517578125,13930.5625,14041.0537109375,14056.9013671875,13547733784,14056.9013671875
2022-11-20,14086.537109375,13654.0205078125,14058.056640625,13707.7685546875,17932842350,13707.7685546875
2022-11-21,13707.2568359375,13195.296875,13707.2568359375,13349.080078125,31648838345,13349.080078125
2022-11-22,13680.3037109375,13228.015625,13344.8671875,13612.0185546875,25834472358,13612.0185546875
2022-11-23,13803.7431640625,13594.34765625,13616.9111328125,13754.3291015625,27291267375,13754.3291015625
2022-11-24,13880.291015625,13598.1826171875,13755.1005859375,13708.6796875,21572185547,13708.6796875
2022-11-25,13709.0595703125,13541.6572265625,13706.8671875,13662.3232421875,15445516823,13662.3232421875
2022-11-26,13784.529296875,13577.2392578125,13662.10546875,13616.9814453125,14887123249,13616.9814453125
2022-11-27,13747.8837890625,13635.712890625,13616.65234375,13642.2978515625,16960053764,13642.2978515625
2022-11-28,13656.2255859375,13351.1884765625,13638.6435546875,13559.6923828125,23196609166,13559.6923828125
2022-11-29,13775.6962890625,13477.994140625,13559.9580078125,13765.470703125,19739332801,13765.470703125
2022-11-30,14225.65625,13765.884765625,13765.884765625,14218.009765625,24449713759,14218.009765625
2022-12-01,14063.2880859375,13793.658203125,14217.5439453125,13840.9736328125,18676962534,13840.9736328125
2022-12-02,13899.728515625,13856.470703125,13842.2373046875,13899.728515625,15893381214,13899.728515625
2022-12-03,13915.478515625,13730.193359375,13900.8984375,13746.5322265625,13185182202,13746.5322265625
2022-12-04,13964.294921875,13742.6318359375,13746.4775390625,13931.5556640625,13682726635,13931.5556640625
2022-12-05,14085.5498046875,13907.58203125,13930.26171875,13922.0732421875,18215004658,13922.0732421875
2022-12-06,14089.763671875,13936.9658203125,13922.412109375,14085.8349609375,16394049724,14085.8349609375
2022-12-07,14110.53125,13808.40625,14085.837890625,13798.7509765625,16114313598,13798.7509765625
2022-12-08,14106.8857421875,13800.498046875,13798.1142578125,14087.17578125,16754559316,14087.17578125
2022-12-09,14079.0654296875,13951.033203125,14086.091796875,13969.4296875,16574680796,13969.4296875
2022-12-10,14045.951171875,13967.5166015625,13970.3017578125,13974.0751953125,10366535813,13974.0751953125
2022-12-11,14068.2646484375,13962.615234375,13974.880859375,13978.9833984375,11542082528,13978.9833984375
2022-12-12,14028.291015625,13827.708984375,13977.6005859375,14024.08984375,15989290054,14024.08984375
2022-12-13,14429.79296875,13925.1083984375,14024.091796875,14392.2353515625,21558213146,14392.2353515625
2022-12-14,14726.3583984375,14270.357421875,14392.8408203125,14345.7666015625,20561232652,14345.7666015625
2022-12-15,14373.322265625,14217.810546875,14344.15234375,14244.27734375,17196990223,14244.27734375
2022-12-16,14363.23046875,13656.705078125,14244.015625,13703.892578125,19782363895,13703.892578125
2022-12-17,13834.4794921875,13680.85546875,13703.4794921875,13829.951171875,11910065381,13829.951171875
2022-12-18,13826.5185546875,13749.853515625,13830.3779296875,13781.89453125,8984276699,13781.89453125
2022-12-19,13806.744140625,13497.240234375,13782.76953125,13525.0390625,14167898797,13525.0390625
2022-12-20,14009.189453125,13530.25390625,13526.7734375,13870.8623046875,18642457778,13870.8623046875
2022-12-21,13881.671875,13857.0224609375,13869.404296875,13925.9443359375,12323986357,13925.9443359375
2022-12-22,13934.9765625,13804.7001953125,13926.64453125,13981.3681640625,13658409330,13981.3681640625
2022-12-23,14020.107421875,13967.9013671875,13980.7890625,13935.91015625,12718216140,13935.91015625
2022-12-24,13992.12109375,13933.0693359375,13935.9306640625,13978.060546875,8084822582,13978.060546875
2022-12-25,13988.6787109375,13902.5712890625,13977.8525390625,13970.9501953125,9669328506,13970.9501953125
2022-12-26,14003.517578125,13929.8896484375,13971.16796875,14003.25390625,9837943452,14003.25390625
2022-12-27,14034.8330078125,13835.1376953125,14002.8291015625,13900.296875,13094912972,13900.296875
2022-12-28,13848.3291015625,13725.7197265625,13899.6533203125,13761.642578125,14138380496,13761.642578125
2022-12-29,13837.16015625,13709.833984375,13761.435546875,13805.22265625,12005068322,13805.22265625
2022-12-30,13806.3388671875,13582.7392578125,13804.3828125,13717.736328125,13161327492,13717.736328125
2022-12-31,13745.23828125,13653.1005859375,13718.63671875,13677.8779296875,9290120459,13677.8779296875
2023-01-01,13756.5,13656.1708984375,13678.224609375,13743.1396484375,7641860844,13743.1396484375
2023-01-02,13887.4296875,13699.3505859375,13743.4951171875,13834.4755859375,10028862099,13834.4755859375
2023-01-03,13886.5166015625,13900.7734375,13834.787109375,13938.6396484375,11618205460,13938.6396484375
2023-01-04,14060.638671875,13900.998046875,13938.9296875,13987.02734375,15279712359,13987.02734375
2023-01-05,14000.9912109375,14080.1806640625,13987.2216796875,14138.009765625,11497973681,14138.009765625
2023-01-06,14052.0224609375,14086.27734375,14137.7890625,14018.0078125,11919018204,14018.0078125
2023-01-07,14037.0654296875,13986.7685546875,14018.12890625,14020.5771484375,6379533846,14020.5771484375
2023-01-08,14101.578125,13994.919921875,14019.806640625,14101.578125,8060074304,14101.578125
2023-01-09,14250.3046875,14103.9287109375,14103.9287109375,14114.2783203125,15286476279,14114.2783203125
2023-01-10,14389.7158203125,14113.162109375,14111.3203125,14354.65234375,13006959012,14354.65234375
2023-01-11,14750.5732421875,14297.8466796875,14354.7080078125,14750.5732421875,15110303169,14750.5732421875
2023-01-12,15579.7421875,14874.3857421875,14900.833984375,15445.3046875,28625054903,15445.3046875
2023-01-13,16322.73046875,15356.44140625,15444.7470703125,16277.96875,23894238152,16277.96875
2023-01-14,17230.9296875,16276.541015625,16278.7548828125,17150.1171875,31859865882,17150.1171875
2023-01-15,17164.384765625,16848.169921875,17151.0859375,17082.64453125,15788085106,17082.64453125
2023-01-16,17514.87109375,16981.982421875,17083.810546875,17340.36328125,21946133764,17340.36328125
2023-01-17,17456.384765625,17203.55078125,17345.443359375,17227.423828125,20352286455,17227.423828125
2023-01-18,17346.35546875,16621.498046875,17227.04296875,16756.1953125,24302066122,16756.1953125
2023-01-19,17075.291015625,16753.44140625,16754.546875,17015.861328125,17069163987,17015.861328125
2023-01-20,18316.544921875,16921.81640625,17014.71484375,18299.341796875,23240111159,18299.341796875
2023-01-21,18792.765625,18170.83203125,18300.048828125,18385.37109375,26186368995,18385.37109375
2023-01-22,18610.654296875,18064.236328125,18385.662109375,18313.6328125,19946651396,18313.6328125
2023-01-23,18672.140625,18346.08984375,18314.173828125,18526.525390625,21421912348,18526.525390625
2023-01-24,18674.376953125,18289.91796875,18522.64453125,18356.43359375,21412478348,18356.43359375
2023-01-25,19128.052734375,18183.3359375,18358.703125,18627.701171875,24725378618,18627.701171875
2023-01-26,18736.03125,18525.12890625,18620.525390625,18552.671875,21230975996,18552.671875
2023-01-27,18890.818359375,18264.994140625,18551.01171875,18640.435546875,20501840981,18640.435546875
2023-01-28,18710.83984375,18475.6171875,18641.43359375,18601.95703125,11883470410,18601.95703125
2023-01-29,19319.83203125,18564.7890625,18602.248046875,19172.357421875,22115092151,19172.357421875
2023-01-30,19188.58203125,18341.177734375,19172.423828125,18494.345703125,22029186900,18494.345703125
2023-01-31,18857.556640625,18421.443359375,18494.876953125,18799.51171875,18554593899,18799.51171875
2023-02-01,19204.837890625,18616.998046875,18798.333984375,19150.94140625,21539977956,19150.94140625
2023-02-02,19498.61328125,19203.529296875,19148.564453125,19206.2109375,26239252108,19206.2109375
2023-02-03,19616.716796875,19310.375,19204.19921875,19463.2421875,22479296866,19463.2421875
2023-02-04,19552.57421875,19332.494140625,19460.751953125,19355.306640625,12973830331,19355.306640625
2023-02-05,19431.28515625,18963.685546875,19355.638671875,19060.48046875,16244539834,19060.48046875
2023-02-06,19231.7734375,18874.18359375,19059.115234375,18925.462890625,19810945615,18925.462890625
2023-02-07,19317.08203125,18922.283203125,18923.099609375,19300.1484375,22555244077,19300.1484375
2023-02-08,19394.892578125,18835.98828125,19299.421875,19004.099609375,21018858876,19004.099609375
2023-02-09,19060.849609375,17964.203125,19010.037109375,18008.9765625,26884717058,18008.9765625
2023-02-10,18141.65234375,17865.849609375,18008.94921875,17946.92578125,22445616167,17946.92578125
2023-02-11,18146.052734375,17919.79296875,17947.470703125,18129.029296875,13557872198,18129.029296875
2023-02-12,18286.623046875,17971.681640625,18129.052734375,18079.28515625,14787440960,18079.28515625
2023-02-13,18155.66796875,17683.435546875,18078.28515625,17948.546875,19685651378,17948.546875
2023-02-14,18251.662109375,17834.091796875,17943.380859375,18252.390625,22007706757,18252.390625
2023-02-15,20194.12890625,18175.708984375,18252.2109375,20194.12890625,26986031932,20194.12890625
2023-02-16,20926.9921875,19708.4140625,20193.720703125,19728.482421875,32834211571,19728.482421875
2023-02-17,20691.490234375,19595.220703125,19726.65234375,20396.548828125,34339467134,20396.548828125
2023-02-18,20590.201171875,20326.783203125,20396.294921875,20459.380859375,16294776289,20459.380859375
2023-02-19,20834.48828125,20224.12890625,20458.34375,20224.12890625,21244547111,20224.12890625
2023-02-20,20789.173828125,19909.09765625,20231.59375,20624.455078125,24078509287,20624.455078125
2023-02-21,20899.8359375,19981.44140625,20627.6953125,20180.0546875,25808639412,20180.0546875
2023-02-22,20203.826171875,19604.44921875,20180.93359375,20078.673828125,25068413328,20078.673828125
2023-02-23,20372.71875,19684.244140625,20080.232421875,19928.169921875,25361158381,19928.169921875
2023-02-24,20048.8828125,19261.404296875,19926.93359375,19425.671875,22451645779,19425.671875
2023-02-25,19430.892578125,19136.611328125,19427.34375,19399.294921875,13477350497,19399.294921875
2023-02-26,19777.890625,19322.994140625,19398.271484375,19716.2109375,13928279912,19716.2109375
2023-02-27,19833.732421875,19252.966796875,19716.41015625,19501.025390625,18786316795,19501.025390625
2023-02-28,19462.28125,19179.3515625,19500.16796875,19236.654296875,17065954853,19236.654296875
2023-03-01,19769.080078125,19214.216796875,19239.626953125,19661.515625,20506535886,19661.515625
2023-03-02,19725.34765625,19478.4453125,19661.90625,19645.703125,17060581849,19645.703125
2023-03-03,19650.0078125,18446.09375,19646.6796875,18580.5234375,21654522243,18580.5234375
2023-03-04,18616.685546875,18445.35546875,18580.7265625,18573.623046875,9277951790,18573.623046875
2023-03-05,18789.9375,18535.228515625,18574.28125,18652.9765625,11071808508,18652.9765625
2023-03-06,18771.3203125,18557.6796875,18654.05859375,18652.25,14430654914,18652.25
2023-03-07,18719.248046875,18613.537109375,18651.056640625,18787.34765625,19248736209,18787.34765625
2023-03-08,18831.580078125,18323.548828125,18784.53515625,18328.77734375,19019540220,18328.77734375
2023-03-09,18399.552734375,16955.90234375,18330.46484375,17079.1171875,25467815509,17079.1171875
2023-03-10,18399.705078125,16955.90234375,18330.46484375,17079.1171875,25467815509,17079.1171875
2023-03-11,17084.267578125,16391.4375,17082.45703125,16776.568359375,32891431901,16776.568359375
2023-03-12,17278.15234375,16676.634765625,16777.095703125,17145.099609375,25079185688,17145.099609375
2023-03-13,18371.423828125,16992.529296875,17141.458984375,18353.966796875,24245969315,18353.966796875
2023-03-14,20165.615234375,18169.7265625,18347.720703125,19887.2265625,40654919503,19887.2265625
2023-03-15,21756.46484375,19811.30078125,19890.705078125,20365.5,44952948358,20365.5
2023-03-16,20887.6953125,19940.314453125,20385.951171875,20199.994140625,36176824956,20199.994140625
2023-03-17,20780.912109375,20066.919921875,20197.91796875,20687.966796875,27965747139,20687.966796875
2023-03-18,22810.54296875,20617.287109375,20689.89453125,22512.3046875,41644471530,22512.3046875
2023-03-19,22759.763671875,21873.3515625,22532.16015625,22144.029296875,29335293435,22144.029296875
2023-03-20,23302.375,22096.267578125,22147.005859375,23006.376953125,30990701486,23006.376953125
2023-03-21,23369.998046875,22380.02734375,23008.779296875,22622.966796875,36479012202,22622.966796875
2023-03-22,23321.86328125,22394.83984375,22623.908203125,23049.59375,29533868173,23049.59375
2023-03-23,23418.12109375,21804.47265625,23035.607421875,22240.951171875,27188488459,22240.951171875
2023-03-24,23322.341796875,22122.228515625,22236.48828125,23071.19140625,19721706115,23071.19140625
2023-03-25,23118.322265625,22114.388671875,23063.162109375,22485.712890625,21248309082,22485.712890625
2023-03-26,22729.87890625,22242.765625,22480.849609375,22486.875,10945452043,22486.875
2023-03-27,23045.833984375,22446.259765625,22487.544921875,22861.2890625,11333626517,22861.2890625
2023-03-28,22913.685546875,21672.69140625,22861.076171875,22070.970703125,14791755225,22070.970703125
2023-03-29,22249.443359375,21676.927734375,22065.279296875,22114.345703125,14422428778,22114.345703125
2023-03-30,23247.970703125,22098.017578125,22113.453125,23028.177734375,16802919368,23028.177734375
2023-03-31,23696.794921875,22385.359375,23029.556640625,22632.44921875,18112820817,22632.44921875
2023-04-01,23144.845703125,22306.205078125,22631.3984375,23068.853515625,15391930414,23068.853515625
2023-04-02,23331.287109375,22921.982421875,23064.6796875,23014.216796875,8810430061,23014.216796875
2023-04-03,23101.640625,22638.25390625,23056.185546875,22951.8125,9998642108,22951.8125
2023-04-04,23054.462890625,21967.66015625,22938.603515625,22374.65625,15745467244,22374.65625
2023-04-05,22755.09765625,22293.58203125,22378.7265625,22536.189453125,12228563444,22536.189453125
2023-04-06,22994.78125,22335.48828125,22537.5,22610.32421875,13682965923,22610.32421875
2023-04-07,22610.646484375,22262.9609375,22608.111328125,22547.15234375,11125432688,22547.15234375
2023-04-08,22602.537109375,22341.314453125,22542.9921875,22482.7734375,8744608628,22482.7734375
2023-04-09,22671.16796875,22448.580078125,22478.470703125,22500.43359375,7546295569,22500.43359375
2023-04-10,22964.6484375,22404.376953125,22504.115234375,22792.720703125,9794523775,22792.720703125
2023-04-11,24035.216796875,22814.986328125,22795.1171875,23930.103515625,15560993288,23930.103515625
2023-04-12,24559.4765625,23882.56640625,23930.66796875,24324.951171875,16188116939,24324.951171875
2023-04-13,24520.1640625,23861.07421875,24322.154296875,24126.703125,14931112381,24126.703125
2023-04-14,24373.728515625,23932.955078125,23929.52734375,24270.91796875,13962371325,24270.91796875
2023-04-15,24741.669921875,24216.345703125,24279.298828125,24539.73828125,18240366979,24539.73828125
2023-04-16,24633.146484375,24346.6953125,24543.802734375,24405.146484375,9611762161,24405.146484375
2023-04-17,24611.783203125,24275.818359375,24403.1171875,24447.87890625,10366792409,24447.87890625
2023-04-18,24450.9765625,23681.55078125,24449.322265625,23796.3671875,14443622198,23796.3671875
2023-04-19,24624.330078125,23563.26953125,23799.63671875,24465.37890625,15678845723,24465.37890625
2023-04-20,24465.845703125,23066.939453125,24462.671875,23191.21875,19770699254,23191.21875
2023-04-21,23363.265625,22553.11328125,23192.025390625,22705.197265625,17154192591,22705.197265625
2023-04-22,22792.666015625,21854.677734375,22707.8046875,21935.599609375,16694419711,21935.599609375
2023-04-23,22414.275390625,21849.279296875,21926.7421875,22370.333984375,10555479504,22370.333984375
2023-04-24,22372.5390625,22034.83984375,22369.2421875,22165.677734375,10271252640,22165.677734375
2023-04-25,22481.859375,21711.904296875,22165.953125,22020.271484375,14162630664,22020.271484375
2023-04-26,22860.365234375,21826.1484375,22011.8984375,22802.392578125,14284622198,22802.392578125
2023-04-27,24168.09765625,21926.830078125,22796.3203125,22790.658203125,25542228401,22790.658203125
2023-04-28,23921.701171875,22774.76953125,22795.279296875,23584.421875,21727725102,23584.421875
2023-04-29,23664.47265625,23127.833984375,23590.205078125,23343.34765625,13958516620,23343.34765625
2023-04-30,23432.609375,23132.556640625,23340.408203125,23260.15234375,8479566580,23260.15234375
2023-05-01,23819.650390625,23153.216796875,23257.7890625,23306.751953125,11667546281,23306.751953125
2023-05-02,23353.990234375,22151.25,23273.54296875,22500.6171875,14942650535,22500.6171875
2023-05-03,23156.361328125,22334.35546875,22497.09765625,22987.365234375,13170939709,22987.365234375
2023-05-04,23280.875,22474.208984375,22987.330078125,23077.94140625,15214581149,23077.94140625
2023-05-05,23362.787109375,22815.578125,23097.828125,22927.7578125,12357872001,22927.7578125
2023-05-06,23464.337890625,22930.21875,22930.751953125,23367.6640625,14191447302,23367.6640625
2023-05-07,23593.744140625,22524.703125,23371.205078125,22869.396484375,12591083172,22869.396484375
2023-05-08,23069.486328125,22517.03125,22867.021484375,22529.65625,8948017727,22529.65625
2023-05-09,22683.826171875,21645.931640625,22526.076171875,21957.5703125,15161708978,21957.5703125
2023-05-10,22064.958984375,21708.578125,21958.201171875,21909.51171875,11191767347,21909.51171875
2023-05-11,22353.201171875,21303.6953125,21906.232421875,21876.76171875,16359819693,21876.76171875
2023-05-12,21872.517578125,21413.330078125,21876.232421875,21587.29296875,13371213329,21587.29296875
2023-05-13,21617.677734375,20789.306640625,21576.798828125,21533.57421875,15515425969,21533.57421875
2023-05-14,21714.72265625,21457.966796875,21535.806640625,21496.90234375,8025335130,21496.90234375
2023-05-15,21791.373046875,21398.404296875,21500.830078125,21628.91015625,8043273736,21628.91015625
2023-05-16,22056.919921875,21502.677734375,21629.509765625,21710.80859375,11507610742,21710.80859375
2023-05-17,21791.177734375,21460.876953125,21693.900390625,21656.51953125,10198599685,21656.51953125
2023-05-18,21990.896484375,21374.25390625,21655.57421875,21950.275390625,12129265148,21950.275390625
2023-05-19,22003.599609375,21304.703125,21952.55859375,21618.30859375,12264893286,21618.30859375
2023-05-20,21748.416015625,21419.123046875,21613.9140625,21604.578125,9045906284,21604.578125
2023-05-21,21817.513671875,21566.935546875,21603.54296875,21796.966796875,5660156539,21796.966796875
2023-05-22,21906.501953125,21447.046875,21787.998046875,21468.3125,6939024587,21468.3125
2023-05-23,21735.439453125,21308.046875,21465.158203125,21594.951171875,8892330271,21594.951171875
2023-05-24,22080.119140625,21564.60546875,21598.71875,21927.544921875,11031700017,21927.544921875
2023-05-25,21926.640625,21118.470703125,21926.640625,21289.171875,13176261216,21289.171875
2023-05-26,21589.89453125,20962.888671875,21284.841796875,21496.11328125,11245768071,21496.11328125
2023-05-27,21809.986328125,21360.78125,21494.46875,21642.064453125,10296144629,21642.064453125
2023-05-28,21779.431640625,21562.56640625,21642.787109375,21762.802734375,6392366532,21762.802734375
2023-05-29,22833.591796875,21709.666015625,21765.07421875,22749.54296875,11781723230,22749.54296875
2023-05-30,23033.818359375,22297.275390625,22741.3984375,22471.197265625,12295235877,22471.197265625
2023-05-31,22571.712890625,22237.712890625,22470.58203125,22317.84375,10675469072,22317.84375
2023-06-01,22411.904296875,21692.96875,22316.37890625,21871.59375,12580238968,21871.59375
2023-06-02,21970.927734375,21444.86328125,21870.59375,21410.89453125,11718500982,21410.89453125
2023-06-03,21929.041015625,21217.939453125,21414.552734375,21883.708984375,11915690588,21883.708984375
2023-06-04,21940.537109375,21652.15625,21885.904296875,21746.23046875,6735152562,21746.23046875
2023-06-05,22024.41796875,21660.365234375,21746.22265625,21817.017578125,7530760351,21817.017578125
2023-06-06,21830.546875,20461.52734375,21820.271484375,20720.51953125,17304539640,20720.51953125
2023-06-07,21983.80078125,20507.828125,20698.0078125,21915.044921875,17643582345,21915.044921875
2023-06-08,21974.9921875,21018.623046875,21912.5234375,21169.5625,15692801354,21169.5625
2023-06-09,21355.15234375,21081.3984375,21170.892578125,21108.2265625,9479692538,21108.2265625
2023-06-10,21285.296875,20987.876953125,21106.40234375,21074.724609375,8766858960,21074.724609375
2023-06-11,21115.05078125,20287.04296875,21075.828125,20564.998046875,15809176700,20564.998046875
2023-06-12,20845.177734375,20420.01171875,20567.21875,20620.56640625,8531651886,20620.56640625
2023-06-13,20724.03515625,20432.322265625,20615.890625,20697.91015625,9331451560,20697.91015625
2023-06-14,20972.654296875,20403.08203125,20698.263671875,20559.435546875,11218985836,20559.435546875
2023-06-15,20642.52734375,19666.525390625,20560.6484375,19828.720703125,11258689915,19828.720703125
2023-06-16,20131.4453125,19586.564453125,19826.3515625,20004.83203125,12387368589,20004.83203125
2023-06-17,20618.9140625,19694.5859375,20003.962890625,20529.83984375,12729763808,20529.83984375
2023-06-18,20874.453125,20410.5546875,20530.7890625,20672.70703125,8648064805,20672.70703125
2023-06-19,20796.630859375,20522.216796875,20672.537109375,20523.86328125,7454565345,20523.86328125
2023-06-20,21110.84375,20523.0625,20523.263671875,20988.482421875,10026393358,20988.482421875
2023-06-21,22240.96875,20964.283203125,20981.162109375,22190.310546875,17399637651,22190.310546875
2023-06-22,24106.98046875,22158.72265625,22177.63671875,23512.724609375,26112014451,23512.724609375
2023-06-23,23884.923828125,23288.107421875,23488.16796875,23466.423828125,16202569630,23466.423828125
2023-06-24,24729.80859375,23465.6796875,23453.951171875,24139.25390625,18964749586,24139.25390625
2023-06-25,24228.541015625,23824.259765625,24149.689453125,24027.6171875,9554687567,24027.6171875
2023-06-26,24415.046875,23870.880859375,24024.830078125,23945.32421875,9979854112,23945.32421875
2023-06-27,24096.095703125,23549.46875,23945.529296875,23815.146484375,12975652020,23815.146484375
2023-06-28,24325.939453125,23791.255859375,23817.65625,24077.2265625,12889680542,24077.2265625
2023-06-29,24089.087890625,23666.60546875,24083.81640625,23798.671875,11526275689,23798.671875
2023-06-30,24413.080078125,23793.462890625,23798.625,24137.5,10449970991,24137.5
2023-07-01,24763.125,23309.240234375,24134.33203125,23985.56640625,20766783590,23985.56640625
2023-07-02,24114.6640625,23868.787109375,23981.314453125,24074.361328125,7151150412,24074.361328125
2023-07-03,24226.3359375,23817.751953125,24072.150390625,24122.919921875,8298184600,24122.919921875
2023-07-04,24724.453125,24141.4765625,24125.87109375,24547.162109375,12032229391,24547.162109375
2023-07-05,24678.7734375,24108.953125,24547.49609375,24200.01171875,10072987852,24200.01171875
2023-07-06,24299.53125,23741.5546875,24200.912109375,24018.37109375,9824559492,24018.37109375
2023-07-07,24749.75,23571.275390625,24012.849609375,23471.353515625,16581155010,23471.353515625
2023-07-08,23715.009765625,23366.5625,23470.302734375,23633.802734375,10425491167,23633.802734375
2023-07-09,23657.0390625,23429.646484375,23637.4296875,23595.072265625,5849107635,23595.072265625
2023-07-10,23700.263671875,23439.142578125,23594.34765625,23501.8828125,6156297106,23501.8828125
